symbol,preset,months,avg_return_pct,median_return_pct,worst_month_pct,best_month_pct,positive_months_pct,avg_trades,avg_win_rate,avg_max_dd,robust_pass
NAS100,smc_core,3,21.08419874638665,25.484628558623246,10.504011698391714,27.263955982145,100.0,48.666666666666664,76.98412698412697,2.9699437338122308,False
XAUUSD,smc_core,3,1.8043623177179142,2.269802707113886,0.46824284412754424,2.6750414019123125,100.0,19.666666666666668,64.16361416361416,3.6274340530689635,False
EURUSD,smc_core,3,0.35411338745317456,0.3203871700451782,-0.7553991401498206,1.497352132464166,66.66666666666666,24.333333333333332,53.030303030303024,3.5058392251099044,False
