time,equity
2026-04-03 04:45:00,10000.0
2026-04-03 05:00:00,10000.0
2026-04-03 05:15:00,10000.0
2026-04-03 05:30:00,10000.0
2026-04-03 05:45:00,10000.0
2026-04-03 06:00:00,10000.0
2026-04-03 06:15:00,10000.0
2026-04-03 06:30:00,10000.0
2026-04-03 06:45:00,10000.0
2026-04-03 07:00:00,10000.0
2026-04-03 07:15:00,10000.0
2026-04-03 07:30:00,9900.0
2026-04-03 07:45:00,9900.0
2026-04-03 08:00:00,9900.0
2026-04-03 08:15:00,9801.0
2026-04-03 08:30:00,9801.0
2026-04-03 08:45:00,9801.0
2026-04-03 09:00:00,9702.99
2026-04-03 09:15:00,9702.99
2026-04-03 09:30:00,9702.99
2026-04-03 09:45:00,9702.99
2026-04-03 10:00:00,9702.99
2026-04-03 10:15:00,9702.99
2026-04-03 10:30:00,13790.991242453816
2026-04-03 10:45:00,13790.991242453816
2026-04-03 11:00:00,13790.991242453816
2026-04-03 11:15:00,13790.991242453816
2026-04-03 11:30:00,13381.385011561695
2026-04-03 11:45:00,13247.571161446078
2026-04-03 12:00:00,13247.571161446078
2026-04-03 12:15:00,13247.571161446078
2026-04-03 12:30:00,13247.571161446078
2026-04-03 12:45:00,13247.571161446078
2026-04-03 13:00:00,12983.9444953333
2026-04-03 13:15:00,12983.9444953333
2026-04-03 13:30:00,12725.563999876167
2026-04-03 13:45:00,12725.563999876167
2026-04-03 14:00:00,12725.563999876167
2026-04-03 14:15:00,12725.563999876167
2026-04-03 14:30:00,12725.563999876167
2026-04-03 14:45:00,12725.563999876167
2026-04-03 15:00:00,12725.563999876167
2026-04-03 15:15:00,12598.308359877405
2026-04-03 15:30:00,12347.602023515845
2026-04-03 15:45:00,12224.126003280686
2026-04-03 16:00:00,12101.88474324788
2026-04-03 16:15:00,12101.88474324788
2026-04-03 16:30:00,12101.88474324788
2026-04-03 16:45:00,12101.88474324788
2026-04-03 17:00:00,12101.88474324788
2026-04-03 17:15:00,12101.88474324788
2026-04-03 17:30:00,12101.88474324788
2026-04-03 17:45:00,12101.88474324788
2026-04-03 18:00:00,11980.865895815401
2026-04-03 18:15:00,11980.865895815401
2026-04-03 18:30:00,11980.865895815401
2026-04-03 18:45:00,11980.865895815401
2026-04-03 19:00:00,11980.865895815401
2026-04-03 19:15:00,11980.865895815401
2026-04-03 19:30:00,11980.865895815401
2026-04-03 19:45:00,11980.865895815401
2026-04-03 20:00:00,11980.865895815401
2026-04-03 20:15:00,11980.865895815401
2026-04-03 20:30:00,11980.865895815401
2026-04-03 20:45:00,11980.865895815401
2026-04-03 21:00:00,11742.446664488674
2026-04-03 21:15:00,11742.446664488674
2026-04-03 21:30:00,11742.446664488674
2026-04-03 21:45:00,11742.446664488674
2026-04-03 22:00:00,11625.022197843788
2026-04-03 22:15:00,11625.022197843788
2026-04-03 22:30:00,11625.022197843788
2026-04-03 22:45:00,11625.022197843788
2026-04-03 23:00:00,11625.022197843788
2026-04-03 23:15:00,11625.022197843788
2026-04-03 23:30:00,11625.022197843788
2026-04-03 23:45:00,11625.022197843788
2026-04-04 01:00:00,11625.022197843788
2026-04-04 01:15:00,11625.022197843788
2026-04-04 01:30:00,11625.022197843788
2026-04-04 01:45:00,11508.77197586535
2026-04-04 02:00:00,11393.684256106695
2026-04-04 02:15:00,11279.747413545629
2026-04-04 02:30:00,11279.747413545629
2026-04-04 02:45:00,11279.747413545629
2026-04-04 03:00:00,11279.747413545629
2026-04-04 03:15:00,11166.949939410173
2026-04-04 03:30:00,11166.949939410173
2026-04-04 03:45:00,11166.949939410173
2026-04-04 04:00:00,10835.280359259752
2026-04-04 04:15:00,11166.949939410173
2026-04-04 04:30:00,11166.949939410173
2026-04-04 04:45:00,11166.949939410173
2026-04-04 05:00:00,11166.949939410173
2026-04-04 05:15:00,11166.949939410173
2026-04-04 05:30:00,11166.949939410173
2026-04-04 05:45:00,11279.747413545629
2026-04-04 06:00:00,11166.949939410173
2026-04-04 06:15:00,11055.280440016071
2026-04-04 06:30:00,11055.280440016071
2026-04-04 06:45:00,11055.280440016071
2026-04-04 07:00:00,11166.949939410173
2026-04-04 07:15:00,11055.280440016071
2026-04-04 07:30:00,10944.727635615911
2026-04-04 07:45:00,10944.727635615911
2026-04-04 08:00:00,10726.927555667155
2026-04-04 08:15:00,10619.658280110483
2026-04-04 08:30:00,11055.280440016071
2026-04-04 08:45:00,11055.280440016071
2026-04-04 09:00:00,11055.280440016071
2026-04-04 09:15:00,11055.280440016071
2026-04-04 09:30:00,11055.280440016071
2026-04-04 09:45:00,11055.280440016071
2026-04-04 10:00:00,11055.280440016071
2026-04-04 10:15:00,11055.280440016071
2026-04-04 10:30:00,11055.280440016071
2026-04-04 10:45:00,11055.280440016071
2026-04-04 11:00:00,11055.280440016071
2026-04-04 11:15:00,11055.280440016071
2026-04-04 11:30:00,10835.280359259752
2026-04-04 11:45:00,10726.927555667155
2026-04-04 12:00:00,10619.658280110483
2026-04-04 12:15:00,10619.658280110483
2026-04-04 12:30:00,10619.658280110483
2026-04-04 12:45:00,10619.658280110483
2026-04-04 13:00:00,10304.243809532922
2026-04-04 13:15:00,10201.201371437592
2026-04-04 13:30:00,10201.201371437592
2026-04-04 13:45:00,11150.641194115973
2026-04-04 14:00:00,11150.641194115973
2026-04-04 14:15:00,11039.134782174813
2026-04-04 14:30:00,10928.743434353066
2026-04-04 14:45:00,10928.743434353066
2026-04-04 15:00:00,10819.456000009535
2026-04-04 15:15:00,10711.261440009439
2026-04-04 15:30:00,10711.261440009439
2026-04-04 15:45:00,10604.148825609345
2026-04-04 16:00:00,10604.148825609345
2026-04-04 16:15:00,10604.148825609345
2026-04-04 16:30:00,11708.173253821735
2026-04-04 16:45:00,11708.173253821735
2026-04-04 17:00:00,11591.091521283517
2026-04-04 17:15:00,11591.091521283517
2026-04-04 17:30:00,11023.012704220879
2026-04-04 17:45:00,10912.78257717867
2026-04-04 18:00:00,11458.421706037605
2026-04-04 18:15:00,12031.342791339417
2026-04-04 18:30:00,11911.029363426023
2026-04-04 18:45:00,11911.029363426023
2026-04-04 19:00:00,11911.029363426023
2026-04-04 19:15:00,11911.029363426023
2026-04-04 19:30:00,11911.029363426023
2026-04-04 19:45:00,11791.919069791764
2026-04-04 20:00:00,11557.259880302907
2026-04-04 20:15:00,11557.259880302907
2026-04-04 20:30:00,11557.259880302907
2026-04-04 20:45:00,11557.259880302907
2026-04-04 21:00:00,11213.99770459803
2026-04-04 21:15:00,11213.99770459803
2026-04-04 21:30:00,11213.99770459803
2026-04-04 21:45:00,11791.919069791764
2026-04-04 22:00:00,11791.919069791764
2026-04-04 22:15:00,11791.919069791764
2026-04-04 22:30:00,11673.999879093846
2026-04-04 22:45:00,11557.259880302907
2026-04-04 23:00:00,10990.839150276528
2026-04-04 23:15:00,10990.839150276528
2026-04-04 23:30:00,10990.839150276528
2026-04-04 23:45:00,10990.839150276528
2026-04-05 00:00:00,10990.839150276528
2026-04-05 00:15:00,10990.839150276528
2026-04-05 00:30:00,10990.839150276528
2026-04-05 00:45:00,10990.839150276528
2026-04-05 01:00:00,10990.839150276528
2026-04-05 01:15:00,10990.839150276528
2026-04-05 01:30:00,10990.839150276528
2026-04-05 01:45:00,10990.839150276528
2026-04-05 02:00:00,10772.121451186025
2026-04-05 02:15:00,10772.121451186025
2026-04-05 02:30:00,10664.400236674164
2026-04-05 02:45:00,10557.756234307422
2026-04-05 03:00:00,10452.178671964348
2026-04-05 03:15:00,10452.178671964348
2026-04-05 03:30:00,10452.178671964348
2026-04-05 03:45:00,10452.178671964348
2026-04-05 04:00:00,10452.178671964348
2026-04-05 04:15:00,10452.178671964348
2026-04-05 04:30:00,10452.178671964348
2026-04-05 04:45:00,10452.178671964348
2026-04-05 05:00:00,10452.178671964348
2026-04-05 05:15:00,10452.178671964348
2026-04-05 05:30:00,10452.178671964348
2026-04-05 05:45:00,10452.178671964348
2026-04-05 06:00:00,10452.178671964348
2026-04-05 06:15:00,10452.178671964348
2026-04-05 06:30:00,10452.178671964348
2026-04-05 06:45:00,10452.178671964348
2026-04-05 07:00:00,10452.178671964348
2026-04-05 07:15:00,10452.178671964348
2026-04-05 07:30:00,10452.178671964348
2026-04-05 07:45:00,10452.178671964348
2026-04-05 08:00:00,10452.178671964348
2026-04-05 08:15:00,10452.178671964348
2026-04-05 08:30:00,10452.178671964348
2026-04-05 08:45:00,10452.178671964348
2026-04-05 09:00:00,10452.178671964348
2026-04-05 09:15:00,10452.178671964348
2026-04-05 09:30:00,10452.178671964348
2026-04-05 09:45:00,10452.178671964348
2026-04-05 10:00:00,10452.178671964348
2026-04-05 10:15:00,10452.178671964348
2026-04-05 10:30:00,10452.178671964348
2026-04-05 10:45:00,10452.178671964348
2026-04-05 11:00:00,10452.178671964348
2026-04-05 11:15:00,10452.178671964348
2026-04-05 11:30:00,10452.178671964348
2026-04-05 11:45:00,10452.178671964348
2026-04-05 12:00:00,10244.180316392256
2026-04-05 12:15:00,10141.738513228333
2026-04-05 12:30:00,10040.32112809605
2026-04-05 12:45:00,10040.32112809605
2026-04-05 13:00:00,10040.32112809605
2026-04-05 13:15:00,10040.32112809605
2026-04-05 13:30:00,10040.32112809605
2026-04-05 13:45:00,10040.32112809605
2026-04-05 14:00:00,10040.32112809605
2026-04-05 14:15:00,10040.32112809605
2026-04-05 14:30:00,10040.32112809605
2026-04-05 14:45:00,10040.32112809605
2026-04-05 15:00:00,10040.32112809605
2026-04-05 15:15:00,10040.32112809605
2026-04-05 15:30:00,10040.32112809605
2026-04-05 15:45:00,10040.32112809605
2026-04-05 16:00:00,9939.91791681509
2026-04-05 16:15:00,9840.518737646938
2026-04-05 16:30:00,9742.11355027047
2026-04-05 16:45:00,9644.692414767764
2026-04-05 17:00:00,9840.518737646938
2026-04-05 17:15:00,9840.518737646938
2026-04-05 17:30:00,9644.692414767764
2026-04-05 17:45:00,9644.692414767764
2026-04-05 18:00:00,9548.245490620086
2026-04-05 18:15:00,9452.763035713884
2026-04-05 18:30:00,9452.763035713884
2026-04-05 18:45:00,9452.763035713884
2026-04-05 19:00:00,9452.763035713884
2026-04-05 19:15:00,9452.763035713884
2026-04-05 19:30:00,9452.763035713884
2026-04-05 19:45:00,9452.763035713884
2026-04-05 20:00:00,9452.763035713884
