time,portfolio_equity
2024-11-01 00:45:00,100000.0
2024-11-01 01:00:00,100000.0
2024-11-01 01:15:00,100000.0
2024-11-01 01:30:00,100000.0
2024-11-01 01:45:00,100000.0
2024-11-01 02:00:00,100000.0
2024-11-01 02:15:00,100000.0
2024-11-01 02:30:00,100000.0
2024-11-01 02:45:00,100000.0
2024-11-01 03:00:00,100000.0
2024-11-01 03:15:00,100000.0
2024-11-01 03:30:00,101250.0
2024-11-01 03:45:00,102562.49999999983
2024-11-01 04:00:00,102286.87499999983
2024-11-01 04:15:00,102014.00624999983
2024-11-01 04:30:00,103364.70656249975
2024-11-01 04:45:00,104782.94189062473
2024-11-01 05:00:00,106272.08898515604
2024-11-01 05:15:00,106272.08898515604
2024-11-01 05:30:00,106272.08898515604
2024-11-01 05:45:00,106272.08898515604
2024-11-01 06:00:00,106272.08898515604
2024-11-01 06:15:00,106272.08898515604
2024-11-01 06:30:00,106272.08898515604
2024-11-01 06:45:00,106272.08898515604
2024-11-01 07:00:00,106272.08898515604
2024-11-01 07:15:00,106272.08898515604
2024-11-01 07:30:00,106272.08898515604
2024-11-01 07:45:00,105959.36809530447
2024-11-01 08:00:00,105649.77441435143
2024-11-01 08:15:00,105649.77441435143
2024-11-01 08:30:00,105649.77441435143
2024-11-01 08:45:00,105959.36809530447
2024-11-01 09:00:00,105649.77441435143
2024-11-01 09:15:00,105649.77441435143
2024-11-01 09:30:00,105343.27667020791
2024-11-01 09:45:00,105039.84390350584
2024-11-01 10:00:00,108791.3762918225
2024-11-01 10:15:00,108791.3762918225
2024-11-01 10:30:00,108118.92790361524
2024-11-01 10:45:00,107787.7386245791
2024-11-01 11:00:00,107459.8612383333
2024-11-01 11:15:00,108118.92790361524
2024-11-01 11:30:00,108118.92790361524
2024-11-01 11:45:00,108118.92790361524
2024-11-01 12:00:00,108118.92790361524
2024-11-01 12:15:00,107787.7386245791
2024-11-01 12:30:00,107787.7386245791
2024-11-01 12:45:00,107459.8612383333
2024-11-01 13:00:00,107135.26262594997
2024-11-01 13:15:00,104147.6304997278
2024-11-01 13:30:00,104147.6304997278
2024-11-01 13:45:00,104147.6304997278
2024-11-01 14:00:00,104147.6304997278
2024-11-01 14:15:00,104147.6304997278
2024-11-01 14:30:00,104147.6304997278
2024-11-01 14:45:00,104147.6304997278
2024-11-01 15:00:00,104147.6304997278
2024-11-01 15:15:00,104147.6304997278
2024-11-01 15:30:00,104147.6304997278
2024-11-01 15:45:00,104147.6304997278
2024-11-01 16:00:00,104147.6304997278
2024-11-01 16:15:00,104147.6304997278
2024-11-01 16:30:00,104147.6304997278
2024-11-01 16:45:00,104147.6304997278
2024-11-01 17:00:00,104147.6304997278
2024-11-01 17:15:00,104147.6304997278
2024-11-01 17:30:00,104147.6304997278
2024-11-01 17:45:00,104147.6304997278
2024-11-01 18:00:00,104147.6304997278
2024-11-01 18:15:00,104147.6304997278
2024-11-01 18:30:00,104147.6304997278
2024-11-01 18:45:00,104147.6304997278
2024-11-01 19:00:00,104147.6304997278
2024-11-01 19:15:00,104147.6304997278
2024-11-01 19:30:00,104147.6304997278
2024-11-01 19:45:00,104147.6304997278
2024-11-01 20:00:00,104147.6304997278
2024-11-01 20:15:00,104147.6304997278
2024-11-01 20:30:00,104147.6304997278
2024-11-01 20:45:00,104147.6304997278
2024-11-01 21:00:00,104147.6304997278
2024-11-01 21:15:00,104147.6304997278
2024-11-01 21:30:00,104147.6304997278
2024-11-01 21:45:00,104147.6304997278
2024-11-01 22:00:00,104147.6304997278
2024-11-01 22:15:00,104147.6304997278
2024-11-01 22:30:00,103856.15419473054
2024-11-01 22:45:00,103567.59265278322
2024-11-01 23:00:00,103567.59265278322
2024-11-01 23:15:00,103567.59265278322
2024-11-01 23:30:00,103281.91672625538
2024-11-01 23:45:00,103281.91672625538
2024-11-02 00:00:00,103281.91672625538
2024-11-02 00:15:00,103281.91672625538
2024-11-02 00:30:00,103281.91672625538
2024-11-02 00:45:00,102999.09755899283
2024-11-02 01:00:00,102719.1065834029
2024-11-02 01:15:00,102719.1065834029
2024-11-02 01:30:00,102441.91551756888
2024-11-02 01:45:00,102167.49636239318
2024-11-02 02:00:00,103281.91672625538
2024-11-02 02:15:00,102719.1065834029
2024-11-02 02:30:00,102719.1065834029
2024-11-02 02:45:00,102719.1065834029
2024-11-02 03:00:00,102719.1065834029
2024-11-02 03:15:00,102719.1065834029
2024-11-02 03:30:00,102719.1065834029
2024-11-02 03:45:00,103856.15419473054
2024-11-02 04:00:00,103856.15419473054
2024-11-02 04:15:00,102999.09755899283
2024-11-02 04:30:00,102999.09755899283
2024-11-02 04:45:00,102999.09755899283
2024-11-02 05:00:00,102999.09755899283
2024-11-02 05:15:00,103856.15419473054
2024-11-02 05:30:00,103856.15419473054
2024-11-02 05:45:00,103281.91672625538
2024-11-02 06:00:00,102999.09755899283
2024-11-02 06:15:00,102999.09755899283
2024-11-02 06:30:00,102719.1065834029
2024-11-02 06:45:00,102719.1065834029
2024-11-02 07:00:00,102441.91551756888
2024-11-02 07:15:00,102167.49636239318
2024-11-02 07:30:00,102719.1065834029
2024-11-02 07:45:00,102719.1065834029
2024-11-02 08:00:00,102719.1065834029
2024-11-02 08:15:00,102719.1065834029
2024-11-02 08:30:00,102719.1065834029
2024-11-02 08:45:00,102719.1065834029
2024-11-02 09:00:00,102719.1065834029
2024-11-02 09:15:00,102441.91551756888
2024-11-02 09:30:00,102441.91551756888
2024-11-02 09:45:00,102441.91551756888
2024-11-02 10:00:00,102441.91551756888
2024-11-02 10:15:00,102167.49636239318
2024-11-02 10:30:00,102167.49636239318
2024-11-02 10:45:00,102167.49636239318
2024-11-02 11:00:00,102167.49636239318
2024-11-02 11:15:00,101096.9886074044
2024-11-02 11:30:00,101626.86318478156
2024-11-02 11:45:00,101626.86318478156
2024-11-02 12:00:00,101360.59455293373
2024-11-02 12:15:00,101360.59455293373
2024-11-02 12:30:00,101360.59455293373
2024-11-02 12:45:00,101360.59455293373
2024-11-02 13:00:00,101360.59455293373
2024-11-02 13:15:00,101360.59455293373
2024-11-02 13:30:00,101360.59455293373
2024-11-02 13:45:00,101360.59455293373
2024-11-02 14:00:00,101360.59455293373
2024-11-02 14:15:00,101360.59455293373
2024-11-02 14:30:00,101360.59455293373
2024-11-02 14:45:00,101360.59455293373
2024-11-02 15:00:00,101360.59455293373
2024-11-02 15:15:00,101360.59455293373
2024-11-02 15:30:00,101360.59455293373
2024-11-02 15:45:00,101360.59455293373
2024-11-02 16:00:00,101360.59455293373
2024-11-02 16:15:00,101360.59455293373
2024-11-02 16:30:00,101360.59455293373
2024-11-02 16:45:00,103567.59265278322
2024-11-02 17:00:00,103567.59265278322
2024-11-02 17:15:00,103567.59265278322
2024-11-02 17:30:00,103567.59265278322
2024-11-02 17:45:00,103567.59265278322
2024-11-02 18:00:00,103567.59265278322
2024-11-02 18:15:00,103567.59265278322
2024-11-02 18:30:00,103567.59265278322
2024-11-02 18:45:00,103567.59265278322
2024-11-02 19:00:00,103567.59265278322
2024-11-02 19:15:00,103567.59265278322
2024-11-02 19:30:00,103567.59265278322
2024-11-02 19:45:00,103567.59265278322
2024-11-02 20:00:00,103281.91672625538
2024-11-02 20:15:00,102999.09755899283
2024-11-02 20:30:00,102719.1065834029
2024-11-02 20:45:00,102441.91551756888
2024-11-02 21:00:00,102167.49636239318
2024-11-02 21:15:00,101895.82139876926
2024-11-02 21:30:00,101895.82139876926
2024-11-02 21:45:00,101895.82139876926
2024-11-02 22:00:00,101895.82139876926
2024-11-02 22:15:00,101895.82139876926
2024-11-02 22:30:00,101895.82139876926
2024-11-02 22:45:00,101895.82139876926
2024-11-02 23:00:00,101895.82139876926
2024-11-02 23:15:00,101895.82139876926
2024-11-02 23:30:00,101895.82139876926
2024-11-02 23:45:00,101895.82139876926
2024-11-03 00:00:00,100836.01872133036
2024-11-03 00:15:00,100836.01872133036
2024-11-03 00:30:00,100836.01872133036
2024-11-03 00:45:00,100577.65853411706
2024-11-03 01:00:00,100577.65853411706
2024-11-03 01:15:00,100577.65853411706
2024-11-03 01:30:00,100321.88194877589
2024-11-03 01:45:00,100836.01872133036
2024-11-03 02:00:00,100321.88194877589
2024-11-03 02:15:00,100321.88194877589
2024-11-03 02:30:00,100321.88194877589
2024-11-03 02:45:00,100321.88194877589
2024-11-03 03:00:00,100321.88194877589
2024-11-03 03:15:00,100321.88194877589
2024-11-03 03:30:00,100321.88194877589
2024-11-03 03:45:00,100321.88194877589
2024-11-03 04:00:00,100321.88194877589
2024-11-03 04:15:00,100321.88194877589
2024-11-03 04:30:00,100321.88194877589
2024-11-03 04:45:00,100321.88194877589
2024-11-03 05:00:00,100321.88194877589
2024-11-03 05:15:00,100321.88194877589
2024-11-03 05:30:00,100321.88194877589
2024-11-03 05:45:00,100321.88194877589
2024-11-03 06:00:00,100321.88194877589
2024-11-03 06:15:00,100068.66312928812
2024-11-03 06:30:00,100068.66312928812
2024-11-03 06:45:00,100068.66312928812
2024-11-03 07:00:00,100068.66312928812
2024-11-03 07:15:00,99817.97649799525
2024-11-03 07:30:00,99817.97649799525
2024-11-03 07:45:00,99817.97649799525
2024-11-03 08:00:00,99817.97649799525
2024-11-03 08:15:00,99817.97649799525
2024-11-03 08:30:00,99817.97649799525
2024-11-03 08:45:00,99817.97649799525
2024-11-03 09:00:00,99817.97649799525
2024-11-03 09:15:00,99817.97649799525
2024-11-03 09:30:00,99817.97649799525
2024-11-03 09:45:00,99817.97649799525
2024-11-03 10:00:00,99817.97649799525
2024-11-03 10:15:00,99817.97649799525
2024-11-03 10:30:00,99817.97649799525
2024-11-03 10:45:00,99817.97649799525
2024-11-03 11:00:00,99817.97649799525
2024-11-03 11:15:00,99817.97649799525
2024-11-03 11:30:00,99817.97649799525
2024-11-03 11:45:00,99817.97649799525
2024-11-03 12:00:00,99817.97649799525
2024-11-03 12:15:00,99817.97649799525
2024-11-03 12:30:00,99817.97649799525
2024-11-03 12:45:00,99817.97649799525
2024-11-03 13:00:00,99569.79673301529
2024-11-03 13:15:00,99569.79673301529
2024-11-03 13:30:00,99324.09876568514
2024-11-03 13:45:00,99080.8577780283
2024-11-03 14:00:00,99080.8577780283
2024-11-03 14:15:00,98840.049200248
2024-11-03 14:30:00,98840.049200248
2024-11-03 14:45:00,98840.049200248
2024-11-03 15:00:00,98601.64870824551
2024-11-03 15:15:00,98365.63222116306
2024-11-03 15:30:00,98365.63222116306
2024-11-03 15:45:00,98365.63222116306
2024-11-03 16:00:00,98365.63222116306
2024-11-03 16:15:00,98365.63222116306
2024-11-03 16:30:00,98365.63222116306
2024-11-03 16:45:00,98365.63222116306
2024-11-03 17:00:00,98365.63222116306
2024-11-03 17:15:00,98365.63222116306
2024-11-03 17:30:00,98365.63222116306
2024-11-03 17:45:00,98365.63222116306
2024-11-03 18:00:00,98365.63222116306
2024-11-03 18:15:00,98365.63222116306
2024-11-03 18:30:00,98365.63222116306
2024-11-03 18:45:00,98131.97589895144
2024-11-03 19:00:00,98131.97589895144
2024-11-03 19:15:00,98131.97589895144
2024-11-03 19:30:00,98131.97589895144
2024-11-03 19:45:00,98131.97589895144
2024-11-03 20:00:00,98131.97589895144
2024-11-03 20:15:00,98131.97589895144
2024-11-03 20:30:00,96560.51316403228
2024-11-03 20:45:00,96344.90803239195
2024-11-03 21:00:00,96344.90803239195
2024-11-03 21:15:00,96344.90803239195
2024-11-03 21:30:00,97412.1534340115
2024-11-03 21:45:00,97412.1534340115
2024-11-03 22:00:00,97412.1534340115
2024-11-03 22:15:00,97188.03189967139
2024-11-03 22:30:00,97188.03189967139
2024-11-03 22:45:00,97188.03189967139
2024-11-03 23:45:00,99709.39916099767
2024-11-04 00:00:00,100944.86911904755
2024-11-04 00:15:00,100944.86911904755
2024-11-04 00:30:00,100174.28056134272
2024-11-04 00:45:00,99922.5377557293
2024-11-04 01:00:00,100428.5662235785
2024-11-04 01:15:00,100174.28056134272
2024-11-04 01:30:00,100174.28056134272
2024-11-04 01:45:00,100174.28056134272
2024-11-04 02:00:00,99426.57925439028
2024-11-04 02:15:00,99182.31346184638
2024-11-04 02:30:00,98975.50529651687
2024-11-04 02:45:00,98975.50529651687
2024-11-04 03:00:00,98975.50529651687
2024-11-04 03:15:00,98975.50529651687
2024-11-04 03:30:00,98975.50529651687
2024-11-04 03:45:00,98975.50529651687
2024-11-04 04:00:00,98975.50529651687
2024-11-04 04:15:00,98975.50529651687
2024-11-04 04:30:00,98975.50529651687
2024-11-04 04:45:00,98975.50529651687
2024-11-04 05:00:00,98975.50529651687
2024-11-04 05:15:00,98735.75024355171
2024-11-04 05:30:00,98735.75024355171
2024-11-04 05:45:00,98030.77472556797
2024-11-04 06:00:00,98030.77472556797
2024-11-04 06:15:00,98030.77472556797
2024-11-04 06:30:00,98030.77472556797
2024-11-04 06:45:00,97800.4669783123
2024-11-04 07:00:00,97800.4669783123
2024-11-04 07:15:00,97123.27030858945
2024-11-04 07:30:00,97346.73768544388
2024-11-04 07:45:00,97123.27030858945
2024-11-04 08:00:00,97123.27030858945
2024-11-04 08:15:00,97123.27030858945
2024-11-04 08:30:00,97123.27030858945
2024-11-04 08:45:00,97123.27030858945
2024-11-04 09:00:00,97123.27030858945
2024-11-04 09:15:00,97123.27030858945
2024-11-04 09:30:00,97123.27030858945
2024-11-04 09:45:00,97123.27030858945
2024-11-04 10:00:00,97123.27030858945
2024-11-04 10:15:00,97123.27030858945
2024-11-04 10:30:00,97123.27030858945
2024-11-04 10:45:00,97123.27030858945
2024-11-04 11:00:00,97123.27030858945
2024-11-04 11:15:00,97123.27030858945
