timestamp,symbol,atr,atr_percent,trend_direction,trend_strength,volatility_regime,volume_regime,rsi,ema_trend,price_range_pct,logged_at
2026-06-03T10:45:00.188466+00:00,SP500,4.424285714285555,0.05820831170334566,DOWN,0.0015680824174148136,LOW,MEDIUM,50,DOWN,0.0026313088919797454,2026-06-03T10:45:00.188466+00:00
timestamp,symbol,atr,atr_percent,trend_direction,trend_strength,volatility_regime,volume_regime,rsi,ema_trend,price_range_pct,logged_at
2026-06-03T10:45:00.189473+00:00,BTCUSD,229.10714285714286,0.34127858972940306,DOWN,0.006120924069957064,LOW,MEDIUM,50,DOWN,0.0,2026-06-03T10:45:00.189473+00:00
2026-06-03T10:45:00.189473+00:00,XAUUSD,10.693571428571172,0.24008377514135676,DOWN,0.023847166411725657,LOW,MEDIUM,50,DOWN,0.002469634718566547,2026-06-03T10:45:00.189473+00:00
2026-06-03T11:00:00.017365+00:00,SP500,4.445714285714205,0.05846254771216332,DOWN,0.0014466934917467447,LOW,MEDIUM,50,DOWN,0.003945094800630451,2026-06-03T11:00:00.017365+00:00
2026-06-03T11:00:00.017365+00:00,BTCUSD,225.64285714285714,0.3357530795965436,DOWN,0.0034310294606071014,LOW,MEDIUM,50,DOWN,0.010415891674726584,2026-06-03T11:00:00.017365+00:00
2026-06-03T11:00:00.017365+00:00,XAUUSD,10.651428571428369,0.23880895315776027,DOWN,0.021926972032054327,LOW,MEDIUM,50,DOWN,0.02690444214759818,2026-06-03T11:00:00.017365+00:00
2026-06-03T11:15:00.015790+00:00,SP500,4.445714285714205,0.05844794414239556,DOWN,0.00128629801563721,LOW,MEDIUM,50,DOWN,0.0,2026-06-03T11:15:00.015790+00:00
2026-06-03T11:15:00.016794+00:00,BTCUSD,229.14285714285714,0.340839306166769,DOWN,0.0010929539212621367,LOW,MEDIUM,50,DOWN,0.03272397328533817,2026-06-03T11:15:00.016794+00:00
2026-06-03T11:15:00.017300+00:00,XAUUSD,10.413571428571231,0.2333787850216206,DOWN,0.020298363553462144,LOW,MEDIUM,50,DOWN,0.0,2026-06-03T11:15:00.017300+00:00
2026-06-03T11:30:00.012934+00:00,BTCUSD,220.32142857142858,0.3276861606910465,UP,0.0008042927413434378,LOW,MEDIUM,50,UP,0.012642131017096624,2026-06-03T11:30:00.012934+00:00
2026-06-03T11:30:00.014943+00:00,SP500,4.33142857142853,0.05694168322770648,DOWN,0.0011952468759996772,LOW,MEDIUM,50,DOWN,0.0013146166972143772,2026-06-03T11:30:00.014943+00:00
2026-06-03T11:30:00.014943+00:00,XAUUSD,10.29642857142835,0.23062118131160006,DOWN,0.018419555139470366,LOW,MEDIUM,50,DOWN,0.004255652738727556,2026-06-03T11:30:00.014943+00:00
2026-06-03T11:45:00.010974+00:00,BTCUSD,226.28571428571428,0.33748298203712734,DOWN,0.00046958711268398827,LOW,MEDIUM,50,DOWN,0.0,2026-06-03T11:45:00.010974+00:00
2026-06-03T11:45:00.013581+00:00,XAUUSD,10.354285714285522,0.23213649164509972,DOWN,0.01801281870985775,LOW,MEDIUM,50,DOWN,0.0026903235786659772,2026-06-03T11:45:00.013581+00:00
2026-06-03T11:45:00.013581+00:00,SP500,4.102857142857114,0.05392762882168844,DOWN,0.0009649409385786478,LOW,MEDIUM,50,DOWN,0.0,2026-06-03T11:45:00.013581+00:00
2026-06-03T12:00:00.159258+00:00,BTCUSD,214.25,0.31987399129584426,DOWN,0.001385707200760211,LOW,MEDIUM,50,DOWN,0.005225479437738412,2026-06-03T12:00:00.159258+00:00
2026-06-03T12:00:00.160258+00:00,SP500,4.010000000000024,0.05272306061968692,DOWN,0.0011608293564032484,LOW,MEDIUM,50,DOWN,0.0,2026-06-03T12:00:00.160258+00:00
2026-06-03T12:00:00.160258+00:00,XAUUSD,10.560714285714116,0.23662496775114195,DOWN,0.016542220870973224,LOW,MEDIUM,50,DOWN,0.022182090314732294,2026-06-03T12:00:00.160258+00:00
