time,portfolio_equity
2026-01-28 04:00:00,100000.0
2026-01-28 04:15:00,100000.0
2026-01-28 04:30:00,100000.0
2026-01-28 04:45:00,100000.0
2026-01-28 05:00:00,100000.0
2026-01-28 05:15:00,100000.0
2026-01-28 05:30:00,100000.0
2026-01-28 05:45:00,100000.0
2026-01-28 06:00:00,100000.0
2026-01-28 06:15:00,100000.0
2026-01-28 06:30:00,100000.0
2026-01-28 06:45:00,100000.0
2026-01-28 07:00:00,99666.66666666667
2026-01-28 07:15:00,99336.66666666667
2026-01-28 07:30:00,103090.90000000001
2026-01-28 07:45:00,103090.90000000001
2026-01-28 08:00:00,103090.90000000001
2026-01-28 08:15:00,100316.76666666668
2026-01-28 08:30:00,102726.65766666668
2026-01-28 08:45:00,99980.26566666667
2026-01-28 09:00:00,104183.62700000008
2026-01-28 09:15:00,104183.62700000008
2026-01-28 09:30:00,104183.62700000008
2026-01-28 09:45:00,100979.67363666664
2026-01-28 10:00:00,100636.54356696663
2026-01-28 10:15:00,107662.46218082908
2026-01-28 10:30:00,101655.63987397566
2026-01-28 10:45:00,101305.75014190256
2026-01-28 11:00:00,107252.5042256875
2026-01-28 11:15:00,102344.92264615961
2026-01-28 11:30:00,103415.2703255444
2026-01-28 11:45:00,105263.39435215318
2026-01-28 12:00:00,105263.39435215318
2026-01-28 12:15:00,105263.39435215318
2026-01-28 12:30:00,105263.39435215318
2026-01-28 12:45:00,105263.39435215318
2026-01-28 13:00:00,103047.78428895562
2026-01-28 13:15:00,103004.71961438822
2026-01-28 13:30:00,103004.71961438822
2026-01-28 13:45:00,103004.71961438822
2026-01-28 14:00:00,103004.71961438822
2026-01-28 14:15:00,103004.71961438822
2026-01-28 14:30:00,103004.71961438822
2026-01-28 14:45:00,102683.97311273272
2026-01-28 15:00:00,102323.80004827207
2026-01-28 15:15:00,100878.222184829
2026-01-28 15:30:00,101967.22871445603
2026-01-28 15:45:00,100536.10662964737
2026-01-28 16:00:00,100536.10662964737
2026-01-28 16:15:00,100536.10662964737
2026-01-28 16:30:00,102614.22309397814
2026-01-28 16:45:00,102329.31645346414
2026-01-28 17:00:00,101969.35662226283
2026-01-28 17:15:00,101218.8564952035
2026-01-28 17:30:00,104028.43732093074
2026-01-28 17:45:00,102879.70126358484
2026-01-28 18:00:00,102879.70126358484
2026-01-28 18:15:00,104681.08628105478
2026-01-28 18:30:00,102534.3345842823
2026-01-28 18:45:00,102534.33458428227
2026-01-28 19:00:00,104666.42531428233
2026-01-28 19:15:00,102184.23758428227
2026-01-28 19:30:00,104295.0074069823
2026-01-28 19:45:00,104295.0074069823
2026-01-28 20:00:00,104295.0074069823
