symbol,preset,month,return_pct,total_trades,win_rate,avg_r,max_drawdown_pct
EURUSD,smc_core,2026-03,1.497352132464166,33.0,54.54545454545454,0.041718127492906265,4.534384584610682
EURUSD,smc_core,2026-04,0.3203871700451782,22.0,54.54545454545454,0.014523519891224114,3.1128962821515938
EURUSD,smc_core,2026-05,-0.7553991401498206,18.0,50.0,-0.08620842252728221,2.8702368085674386
EURUSD,smc_conservative,2026-03,0.7558090659505251,6.0,33.33333333333333,0.351828889135355,2.729231453157194
EURUSD,smc_conservative,2026-04,-1.3242286887857881,5.0,40.0,-0.30453163237778175,2.197729879934395
EURUSD,smc_conservative,2026-05,-3.536673921643669,7.0,14.285714285714285,-0.6053497312634114,3.536673921643669
EURUSD,smc_aggressive,2026-03,-1.960044656101236,7.0,42.857142857142854,-0.24813411886346973,2.249760893889908
EURUSD,smc_aggressive,2026-04,-2.6391715920587377,6.0,33.33333333333333,-0.4763776086218669,3.1119426359069076
EURUSD,smc_aggressive,2026-05,-0.18134364197696415,8.0,50.0,-0.08313202480818374,2.4392244090928745
NAS100,smc_core,2026-03,25.484628558623246,42.0,85.71428571428571,0.6077610828624544,2.022399425721172
NAS100,smc_core,2026-04,10.504011698391714,56.0,66.07142857142857,0.2672106087761742,4.202638154464548
NAS100,smc_core,2026-05,27.263955982145,48.0,79.16666666666666,0.5306309138464614,2.684793621250971
NAS100,smc_conservative,2026-03,7.954056709202851,10.0,80.0,0.8130580287106713,0.6011095734388436
NAS100,smc_conservative,2026-04,1.5636577726649739,13.0,46.15384615384615,0.1545981182674487,1.3122882024957543
NAS100,smc_conservative,2026-05,4.023404555524685,9.0,44.44444444444444,0.40404750755170354,1.6750016878478213
NAS100,smc_aggressive,2026-03,2.390724660644555,11.0,72.72727272727273,0.2801762510362628,2.021828848156603
NAS100,smc_aggressive,2026-04,0.32509741353493155,14.0,57.14285714285714,0.01734616361380923,1.8787711754208367
NAS100,smc_aggressive,2026-05,0.6977155426325226,12.0,58.333333333333336,0.058911802286045624,2.158218835131643
XAUUSD,smc_core,2026-03,2.269802707113886,18.0,66.66666666666666,0.26699207196900376,4.213913568495382
XAUUSD,smc_core,2026-04,2.6750414019123125,28.0,64.28571428571429,0.1528137607661555,4.6733982167042605
XAUUSD,smc_core,2026-05,0.46824284412754424,13.0,61.53846153846154,0.04698092413935318,1.9949903740072483
XAUUSD,smc_conservative,2026-03,8.219105704113135,7.0,71.42857142857143,1.1203004775445156,1.0010575935214912
XAUUSD,smc_conservative,2026-04,1.2112628431693337,9.0,44.44444444444444,0.09269584659281058,2.08539008406362
XAUUSD,smc_conservative,2026-05,0.0874703121645689,3.0,33.33333333333333,0.033059046320152254,1.0589767884640424
XAUUSD,smc_aggressive,2026-03,5.1756562652793585,7.0,71.42857142857143,0.7024436425365262,1.0010366991499178
XAUUSD,smc_aggressive,2026-04,-1.2057264593214676,10.0,40.0,-0.16041394698084166,2.510968517987676
XAUUSD,smc_aggressive,2026-05,0.552722627894982,3.0,66.66666666666666,0.18772402354120077,1.0032742334201066
