symbol,preset,month,return_pct,total_trades,win_rate,avg_r,max_drawdown_pct
EURUSD,smc_aggressive,2025-08,-4.556288340026277,9.0,33.33333333333333,-0.46838033710635885,4.856136529846572
EURUSD,smc_aggressive,2025-09,-4.840169492497116,9.0,11.11111111111111,-0.6821413166211449,4.840169492497116
EURUSD,smc_aggressive,2025-10,-4.577273476438841,12.0,33.33333333333333,-0.4396020867692631,4.577273476438841
EURUSD,smc_aggressive,2025-11,-2.583913756437014,10.0,30.0,-0.292606372316754,3.3510937252939383
EURUSD,smc_aggressive,2025-12,-0.048764876303721394,7.0,42.857142857142854,-0.10677367192702526,1.5461266300538046
EURUSD,smc_aggressive,2026-01,3.1472953942212007,3.0,66.66666666666666,1.0488925042319455,1.010743611388249
EURUSD,smc_aggressive,2026-02,0.5448525349676675,12.0,50.0,0.04640711243971468,3.8338060271713
EURUSD,smc_aggressive,2026-03,-1.960044656101236,7.0,42.857142857142854,-0.24813411886346973,2.249760893889908
EURUSD,smc_aggressive,2026-04,-2.6391715920587377,6.0,33.33333333333333,-0.4763776086218669,3.1119426359069076
EURUSD,smc_aggressive,2026-05,-0.18134364197696415,8.0,50.0,-0.08313202480818374,2.4392244090928745
NAS100,smc_core,2024-07,-5.105533462595922,11.0,27.27272727272727,-0.6381385323109067,5.105533462595922
NAS100,smc_core,2024-08,16.382729384421545,47.0,76.59574468085107,0.3884504114938658,2.02352422800879
NAS100,smc_core,2024-09,10.644640720982789,41.0,75.60975609756098,0.3451486031292663,4.785013781595174
NAS100,smc_core,2024-10,29.483534985729605,51.0,82.35294117647058,0.5730715508412764,1.4397267628152683
NAS100,smc_core,2024-11,4.712049319593098,31.0,67.74193548387096,0.19454520854017882,2.701886064008826
NAS100,smc_core,2024-12,-2.417970006484211,22.0,50.0,-0.1073350362534372,5.134789006850713
NAS100,smc_core,2025-01,12.922608981105748,52.0,65.38461538461539,0.23907691078772253,2.2334600760014287
NAS100,smc_core,2025-02,19.610779652611544,57.0,73.68421052631578,0.368701719205418,2.6575725528638596
NAS100,smc_core,2025-03,28.69687940452968,45.0,86.66666666666667,0.6793879295003902,1.6018996799741294
NAS100,smc_core,2025-04,29.531248671452303,57.0,77.19298245614034,0.47770182157544183,2.8902017640144093
NAS100,smc_core,2025-05,10.07483851065981,51.0,70.58823529411765,0.30402651637946715,4.843559388753017
NAS100,smc_core,2025-06,15.027507818008653,45.0,73.33333333333333,0.3843032531988384,4.112097990827477
NAS100,smc_core,2025-07,23.033008995990148,42.0,83.33333333333334,0.576025334450288,2.037749238155194
NAS100,smc_core,2025-08,15.029274434665533,33.0,78.78787878787878,0.5241594312651027,2.0392369586634884
NAS100,smc_core,2025-09,9.702942213003952,53.0,66.0377358490566,0.2148731412819996,4.601374876652113
NAS100,smc_core,2025-10,14.19359677639286,43.0,76.74418604651163,0.36802187846053813,4.6359562643142755
NAS100,smc_core,2025-11,21.625579197961688,41.0,80.48780487804879,0.5943804932510264,2.474830238338694
NAS100,smc_core,2025-12,18.071946126277687,39.0,82.05128205128204,0.606656988206866,2.612369331635258
NAS100,smc_core,2026-01,19.039485303607908,46.0,73.91304347826086,0.4387537747441894,2.0158734057130565
NAS100,smc_core,2026-02,15.140337026318813,42.0,73.80952380952381,0.43199718138927035,3.147983869721892
NAS100,smc_core,2026-03,25.484628558623246,42.0,85.71428571428571,0.6077610828624544,2.022399425721172
NAS100,smc_core,2026-04,10.504011698391714,56.0,66.07142857142857,0.2672106087761742,4.202638154464548
NAS100,smc_core,2026-05,27.263955982145,48.0,79.16666666666666,0.5306309138464614,2.684793621250971
NAS100,smc_conservative,2024-07,2.7591074338776886,15.0,60.0,0.24981021470356451,2.516728243091217
NAS100,smc_conservative,2024-08,2.158990086203103,10.0,50.0,0.26953503342924867,1.194086604207605
NAS100,smc_conservative,2024-09,2.2615990776153194,7.0,85.71428571428571,0.3805567929237411,0.9809335338036064
NAS100,smc_conservative,2024-10,-1.193611875391707,7.0,42.857142857142854,-0.16238189599292263,1.193611875391707
NAS100,smc_conservative,2024-11,0.2685100898901146,4.0,50.0,0.0708156394939578,1.0166711670475523
NAS100,smc_conservative,2024-12,-2.1125177008925857,6.0,16.666666666666664,-0.5059985882937702,2.1125177008925857
NAS100,smc_conservative,2025-01,5.808188352045636,25.0,64.0,0.26440972551657643,1.96549539403543
NAS100,smc_conservative,2025-02,2.002280745717399,12.0,50.0,0.21865457234213115,2.252784690405613
NAS100,smc_conservative,2025-03,17.792307422005287,7.0,85.71428571428571,2.5418311856276214,0.900310428299877
NAS100,smc_conservative,2025-04,3.782348322551861,9.0,55.55555555555556,0.47693878617882746,0.967719236025494
NAS100,smc_conservative,2025-05,-1.299695794781619,5.0,20.0,-0.32878162187119875,2.088206934026482
NAS100,smc_conservative,2025-06,-0.8067465146555151,8.0,25.0,-0.1741010985252615,2.528657420207715
NAS100,smc_conservative,2025-07,0.9897144536222187,7.0,71.42857142857143,0.19617631409700834,0.8602000309409836
NAS100,smc_conservative,2025-08,-1.9634408067552795,2.0,0.0,-0.9865864029580191,1.9634408067552795
NAS100,smc_conservative,2025-09,1.5726732870724298,21.0,52.38095238095239,0.11387945322780951,2.589989687119014
NAS100,smc_conservative,2025-10,-1.4487860615054342,5.0,20.0,-0.2896559314420841,2.3207356654073554
NAS100,smc_conservative,2025-11,3.437376893975033,9.0,66.66666666666666,0.40840203982500173,0.8319024145273798
NAS100,smc_conservative,2025-12,2.5476963794700715,6.0,50.0,0.39487417507523054,0.8732877090647918
NAS100,smc_conservative,2026-01,9.513863035226022,14.0,64.28571428571429,0.6596027468005604,2.065354475664639
NAS100,smc_conservative,2026-02,0.7356184833443694,4.0,50.0,0.11068500890691069,1.2104271415828953
NAS100,smc_conservative,2026-03,7.954056709202851,10.0,80.0,0.8130580287106713,0.6011095734388436
NAS100,smc_conservative,2026-04,1.5636577726649739,13.0,46.15384615384615,0.1545981182674487,1.3122882024957543
NAS100,smc_conservative,2026-05,4.023404555524685,9.0,44.44444444444444,0.40404750755170354,1.6750016878478213
NAS100,smc_aggressive,2024-07,6.795368330321344,18.0,83.33333333333334,0.4627537887940156,1.6455050716260582
NAS100,smc_aggressive,2024-08,5.577995714310164,11.0,90.9090909090909,0.6145649725965572,1.04642094513044
NAS100,smc_aggressive,2024-09,3.1126116354801887,7.0,85.71428571428571,0.5259012689732522,1.0082264579340117
NAS100,smc_aggressive,2024-10,0.08389913638304279,8.0,75.0,0.15190921910901128,1.0691276095672584
NAS100,smc_aggressive,2024-11,0.214524094500739,5.0,60.0,0.11372635519996792,1.107440236368496
NAS100,smc_aggressive,2024-12,1.2059429737175924,8.0,50.0,0.02774651711107523,1.0058260628923477
NAS100,smc_aggressive,2025-01,6.8873632205600375,24.0,70.83333333333334,0.2782787793336529,1.7907958858331878
NAS100,smc_aggressive,2025-02,6.207435163310784,14.0,78.57142857142857,0.47581619528381947,2.5466805502081358
NAS100,smc_aggressive,2025-03,4.6146900760848615,8.0,87.5,0.6656383102706009,1.0285358810168042
NAS100,smc_aggressive,2025-04,2.194865206850827,9.0,66.66666666666666,0.3061479927488064,2.0331069172405845
NAS100,smc_aggressive,2025-05,-0.5567466839317421,6.0,50.0,-0.13776932350218418,2.256168690861195
NAS100,smc_aggressive,2025-06,-0.2499578449543333,11.0,54.54545454545454,-0.09874560920984576,3.277958142207423
NAS100,smc_aggressive,2025-07,6.087398500091313,13.0,84.61538461538461,0.5625112181726049,1.6242714861108911
NAS100,smc_aggressive,2025-08,-1.754563336736246,3.0,33.33333333333333,-0.5283845079232149,2.01084748987867
NAS100,smc_aggressive,2025-09,0.18717792752160678,21.0,57.14285714285714,0.05369642590874438,3.485849754875445
NAS100,smc_aggressive,2025-10,-1.6124546447358261,5.0,40.0,-0.32084329962900215,2.5204626268920403
NAS100,smc_aggressive,2025-11,0.051585080288841706,9.0,55.55555555555556,0.018418282216109933,2.257322471108025
NAS100,smc_aggressive,2025-12,3.4317929099550746,7.0,71.42857142857143,0.45763198565819113,1.008166085105313
NAS100,smc_aggressive,2026-01,4.713537025849564,13.0,69.23076923076923,0.3592866056369299,2.1087911685030054
NAS100,smc_aggressive,2026-02,0.5734576344662673,7.0,57.14285714285714,0.03781689571905357,2.330065979462579
NAS100,smc_aggressive,2026-03,2.390724660644555,11.0,72.72727272727273,0.2801762510362628,2.021828848156603
NAS100,smc_aggressive,2026-04,0.32509741353493155,14.0,57.14285714285714,0.01734616361380923,1.8787711754208367
NAS100,smc_aggressive,2026-05,0.6977155426325226,12.0,58.333333333333336,0.058911802286045624,2.158218835131643
XAUUSD,smc_core,2023-12,1.0104587433726193,9.0,55.55555555555556,0.21202075831171213,1.4949293202515928
XAUUSD,smc_core,2024-01,-2.228536115520183,14.0,42.857142857142854,-0.16471408842207902,4.5896544006257525
XAUUSD,smc_core,2024-09,4.260305480143234,18.0,72.22222222222221,0.2621883731379231,2.303054333085165
XAUUSD,smc_core,2024-10,-0.44478787673382614,23.0,52.17391304347826,-0.005399952555695171,3.0569212290630428
XAUUSD,smc_core,2024-11,8.366853404964294,15.0,73.33333333333333,0.5662378914301284,1.0527823857637806
XAUUSD,smc_core,2024-12,-5.081268319629908,16.0,37.5,-0.3047809483099711,5.081268319629908
XAUUSD,smc_core,2025-01,5.766865127490509,16.0,62.5,0.3780374460564051,2.6410203936162184
XAUUSD,smc_core,2025-02,8.205716269872973,18.0,66.66666666666666,0.4603403762731598,2.9314292588525763
XAUUSD,smc_core,2025-03,3.719206342587422,16.0,68.75,0.2895120960726953,2.596757166536798
XAUUSD,smc_core,2025-04,3.7800511950378133,17.0,58.82352941176471,0.23624930009606449,1.3373833003898914
XAUUSD,smc_core,2025-05,5.219205297752378,15.0,66.66666666666666,0.37682330527073726,1.0073426059957513
XAUUSD,smc_core,2025-06,2.0276983173433476,27.0,55.55555555555556,0.10161836024806649,3.2881326785554212
XAUUSD,smc_core,2025-07,2.784031028661757,20.0,65.0,0.14796970959203293,3.0130608757223785
XAUUSD,smc_core,2025-08,-4.103955184293027,9.0,33.33333333333333,-0.5077530312351567,5.0494565311035835
XAUUSD,smc_core,2025-09,7.81973900179768,23.0,65.21739130434783,0.3353300835110912,3.586457576842782
XAUUSD,smc_core,2025-10,9.520850976071669,18.0,83.33333333333334,0.5593715894709727,1.0030629209584963
XAUUSD,smc_core,2025-11,0.12630406483995102,15.0,60.0,0.07016393429592506,3.5164392248808483
XAUUSD,smc_core,2025-12,3.5171386902374433,22.0,68.18181818181817,0.209691800424157,1.7176867452157656
XAUUSD,smc_core,2026-01,-2.8476531089080526,22.0,45.45454545454545,-0.06802633977759519,4.641490699298477
XAUUSD,smc_core,2026-02,-2.9772444620973513,19.0,42.10526315789473,-0.18129024895918053,4.081353645794714
XAUUSD,smc_core,2026-03,2.269802707113886,18.0,66.66666666666666,0.26699207196900376,4.213913568495382
XAUUSD,smc_core,2026-04,2.6750414019123125,28.0,64.28571428571429,0.1528137607661555,4.6733982167042605
XAUUSD,smc_core,2026-05,0.46824284412754424,13.0,61.53846153846154,0.04698092413935318,1.9949903740072483
XAUUSD,smc_conservative,2023-12,0.38648515531289374,2.0,50.0,0.32719425512564626,0.6119750235223561
XAUUSD,smc_conservative,2024-01,-1.969922937842857,7.0,28.57142857142857,-0.12119140158572617,3.6922645324048613
XAUUSD,smc_conservative,2024-09,2.993824474653684,3.0,66.66666666666666,1.0122671707625266,0.06155079556989907
XAUUSD,smc_conservative,2024-10,-1.2466552764272274,12.0,41.66666666666667,-0.13748047685483875,2.87381366851394
XAUUSD,smc_conservative,2024-11,2.571761825762096,2.0,100.0,1.3804991035706893,0.0
XAUUSD,smc_conservative,2024-12,-0.604227396210681,7.0,14.285714285714285,-0.12386235806350568,2.0165091236496115
XAUUSD,smc_conservative,2025-01,1.9615868035423594,10.0,40.0,0.2665451172951404,2.4373518038878124
XAUUSD,smc_conservative,2025-02,2.449415234503249,6.0,33.33333333333333,0.5168920192727332,2.8496673145677285
XAUUSD,smc_conservative,2025-03,5.3937175777435,9.0,44.44444444444444,0.5692072662087158,1.4020450457711557
XAUUSD,smc_conservative,2025-04,3.025726072162706,4.0,50.0,0.7589664178456726,1.003608619445295
XAUUSD,smc_conservative,2025-05,-1.0037112636852725,1.0,0.0,-1.0037112636852814,1.0037112636852725
XAUUSD,smc_conservative,2025-06,-2.944938703206917,6.0,16.666666666666664,-0.49287401883453813,2.944938703206917
XAUUSD,smc_conservative,2025-07,-0.21042946398532875,5.0,40.0,-0.03742991651114993,1.4550991432119735
XAUUSD,smc_conservative,2025-08,-1.8082097036840241,6.0,33.33333333333333,-0.36746196502799444,2.8127457312770123
XAUUSD,smc_conservative,2025-09,-0.19187483313322445,3.0,66.66666666666666,-0.1756456856215387,0.6027171276079599
XAUUSD,smc_conservative,2025-10,0.2627828789676824,4.0,50.0,-0.028866520105769622,1.5955705943343808
XAUUSD,smc_conservative,2025-11,-0.09744654110241754,9.0,44.44444444444444,0.29468105374906334,4.405578186911721
XAUUSD,smc_conservative,2025-12,-1.8245916212162774,10.0,30.0,-0.12103364610933283,2.707450639556064
XAUUSD,smc_conservative,2026-01,7.054925574071204,11.0,45.45454545454545,0.6020141199921842,1.8039436117559093
XAUUSD,smc_conservative,2026-02,-0.5535245040116934,3.0,33.33333333333333,-0.21820800827689157,1.1613630294604997
XAUUSD,smc_conservative,2026-03,8.219105704113135,7.0,71.42857142857143,1.1203004775445156,1.0010575935214912
XAUUSD,smc_conservative,2026-04,1.2112628431693337,9.0,44.44444444444444,0.09269584659281058,2.08539008406362
XAUUSD,smc_conservative,2026-05,0.0874703121645689,3.0,33.33333333333333,0.033059046320152254,1.0589767884640424
XAUUSD,smc_aggressive,2023-12,0.17810230869146834,2.0,50.0,0.1524618301855496,0.6110588885816884
XAUUSD,smc_aggressive,2024-01,-1.7707006569935402,7.0,42.857142857142854,-0.15210664002870797,3.4089343034177864
XAUUSD,smc_aggressive,2024-09,1.9981872746442968,3.0,66.66666666666666,0.6802093132063743,0.06104403249696963
XAUUSD,smc_aggressive,2024-10,-2.632653168012821,12.0,41.66666666666667,-0.22150494939832507,3.2495377408488824
XAUUSD,smc_aggressive,2024-11,2.07372643854078,2.0,100.0,1.1811190908050806,0.0
XAUUSD,smc_aggressive,2024-12,-1.5376487295003243,7.0,14.285714285714285,-0.26115262055737043,2.015184560671223
XAUUSD,smc_aggressive,2025-01,1.8060573458089673,10.0,50.0,0.1936291879873944,1.8018443579015282
XAUUSD,smc_aggressive,2025-02,1.718732418018808,6.0,50.0,0.3578447888964895,2.320793066201635
XAUUSD,smc_aggressive,2025-03,1.6227695809197757,9.0,55.55555555555556,0.1387189287927019,1.4019006041622923
XAUUSD,smc_aggressive,2025-04,2.465627415847375,4.0,75.0,0.6166336600744655,1.0084473728670236
XAUUSD,smc_aggressive,2025-05,-1.0036281179138313,1.0,0.0,-1.0036281179138289,1.0036281179138313
XAUUSD,smc_aggressive,2025-06,-1.8719415318257053,7.0,42.857142857142854,-0.26562934677777655,2.012653530622017
XAUUSD,smc_aggressive,2025-07,-0.8162010271109466,5.0,40.0,-0.16023052175366934,1.9156349466090068
XAUUSD,smc_aggressive,2025-08,-1.8510151113222673,7.0,42.857142857142854,-0.3215833288832767,2.8192641784929426
XAUUSD,smc_aggressive,2025-09,-0.012566137158937635,3.0,66.66666666666666,-0.11583153551359249,0.6025881591717815
XAUUSD,smc_aggressive,2025-10,-0.14141216213905863,4.0,50.0,-0.13143009136457545,1.5955444694994432
XAUUSD,smc_aggressive,2025-11,-1.46100863354377,9.0,44.44444444444444,-0.03496223225045836,4.394487530077566
XAUUSD,smc_aggressive,2025-12,-0.891630518173697,10.0,50.0,-0.02700815131887042,1.995461947063581
XAUUSD,smc_aggressive,2026-01,3.4833074162881346,11.0,45.45454545454545,0.2862494807872669,1.8036424151357917
XAUUSD,smc_aggressive,2026-02,0.057745475319661635,3.0,66.66666666666666,0.08851097203828122,1.0029316056404192
XAUUSD,smc_aggressive,2026-03,5.1756562652793585,7.0,71.42857142857143,0.7024436425365262,1.0010366991499178
XAUUSD,smc_aggressive,2026-04,-1.2057264593214676,10.0,40.0,-0.16041394698084166,2.510968517987676
XAUUSD,smc_aggressive,2026-05,0.552722627894982,3.0,66.66666666666666,0.18772402354120077,1.0032742334201066
