time,equity
2026-01-28 10:00:00,10000.0
2026-01-28 10:15:00,10000.0
2026-01-28 10:30:00,10000.0
2026-01-28 10:45:00,10000.0
2026-01-28 11:00:00,10000.0
2026-01-28 11:15:00,10000.0
2026-01-28 11:30:00,10000.0
2026-01-28 11:45:00,10000.0
2026-01-28 12:00:00,10000.0
2026-01-28 12:15:00,10000.0
2026-01-28 12:30:00,10000.0
2026-01-28 12:45:00,10000.0
2026-01-28 13:00:00,10000.0
2026-01-28 13:15:00,10000.0
2026-01-28 13:30:00,10000.0
2026-01-28 13:45:00,9900.0
2026-01-28 14:00:00,9900.0
2026-01-28 14:15:00,9900.0
2026-01-28 14:30:00,9900.0
2026-01-28 14:45:00,9900.0
2026-01-28 15:00:00,9801.0
2026-01-28 15:15:00,9801.0
2026-01-28 15:30:00,9801.0
2026-01-28 15:45:00,9801.0
2026-01-28 16:00:00,9801.0
2026-01-28 16:15:00,9801.0
2026-01-28 16:30:00,10197.000000000013
2026-01-28 16:45:00,9994.079700000013
2026-01-28 17:00:00,10502.909999999998
2026-01-28 17:15:00,10502.909999999998
2026-01-28 17:30:00,11142.537218999994
2026-01-28 17:45:00,11142.537218999994
2026-01-28 18:00:00,11142.537218999994
2026-01-28 18:15:00,11142.537218999994
2026-01-28 18:30:00,11476.813335570007
2026-01-28 18:45:00,12175.75126770622
2026-01-28 19:00:00,12175.75126770622
2026-01-28 19:15:00,12053.993755029158
2026-01-28 19:30:00,12053.993755029158
2026-01-28 19:45:00,12053.993755029158
2026-01-28 20:00:00,12053.993755029158
2026-01-28 20:15:00,12053.993755029158
2026-01-28 20:30:00,12053.993755029158
2026-01-28 20:45:00,12053.993755029158
2026-01-28 21:00:00,11695.978086511037
2026-01-28 21:15:00,11695.978086511037
2026-01-28 21:30:00,11695.978086511037
2026-01-28 21:45:00,11348.595841363573
2026-01-28 22:00:00,11579.018305645926
2026-01-28 22:15:00,11463.228122589468
2026-01-28 22:30:00,11463.228122589468
2026-01-28 22:45:00,11463.228122589468
2026-01-28 23:00:00,14538.483763170521
2026-01-28 23:15:00,14393.098925538816
2026-01-28 23:30:00,14249.167936283427
2026-01-28 23:45:00,14249.167936283427
2026-01-29 01:00:00,14249.167936283427
2026-01-29 01:15:00,14249.167936283427
2026-01-29 01:30:00,14249.167936283427
2026-01-29 01:45:00,14249.167936283427
2026-01-29 02:00:00,14249.167936283427
2026-01-29 02:15:00,14249.167936283427
2026-01-29 02:30:00,14249.167936283427
2026-01-29 02:45:00,14249.167936283427
2026-01-29 03:00:00,14249.167936283427
2026-01-29 03:15:00,14249.167936283427
2026-01-29 03:30:00,14249.167936283427
2026-01-29 03:45:00,14249.167936283427
2026-01-29 04:00:00,14249.167936283427
2026-01-29 04:15:00,13825.953399407874
2026-01-29 04:30:00,13825.953399407874
2026-01-29 04:45:00,13825.953399407874
2026-01-29 05:00:00,13687.693865413796
2026-01-29 05:15:00,13687.693865413796
2026-01-29 05:30:00,13687.693865413796
2026-01-29 05:45:00,14106.676256920593
2026-01-29 06:00:00,13965.609494351387
2026-01-29 06:15:00,13415.308757492061
2026-01-29 06:30:00,13415.308757492061
2026-01-29 06:45:00,13415.308757492061
2026-01-29 07:00:00,13415.308757492061
2026-01-29 07:15:00,13415.308757492061
2026-01-29 07:30:00,13965.609494351387
2026-01-29 07:45:00,13965.609494351387
2026-01-29 08:00:00,13965.609494351387
2026-01-29 08:15:00,13965.609494351387
2026-01-29 08:30:00,13825.953399407874
2026-01-29 08:45:00,13687.693865413796
2026-01-29 09:00:00,13687.693865413796
2026-01-29 09:15:00,13687.693865413796
2026-01-29 09:30:00,13687.693865413796
2026-01-29 09:45:00,13687.693865413796
2026-01-29 10:00:00,13148.344113217969
2026-01-29 10:15:00,14384.577779181904
2026-01-29 10:30:00,14384.577779181904
2026-01-29 10:45:00,13957.341434562422
