time,portfolio_equity
2026-01-28 01:00:00,100000.0
2026-01-28 01:15:00,100000.0
2026-01-28 01:30:00,100000.0
2026-01-28 01:45:00,100000.0
2026-01-28 02:00:00,100000.0
2026-01-28 02:15:00,100000.0
2026-01-28 02:30:00,100000.0
2026-01-28 02:45:00,100000.0
2026-01-28 03:00:00,100000.0
2026-01-28 03:15:00,100000.0
2026-01-28 03:30:00,100000.0
2026-01-28 03:45:00,100988.76283421283
2026-01-28 04:00:00,100623.89250511848
2026-01-28 04:15:00,100261.62933146977
2026-01-28 04:30:00,99898.66396520477
2026-01-28 04:45:00,102726.65766666655
2026-01-28 05:00:00,102726.65766666655
2026-01-28 05:15:00,102726.65766666655
2026-01-28 05:30:00,100871.59686128543
2026-01-28 05:45:00,102366.05775666655
2026-01-28 06:00:00,102366.05775666655
2026-01-28 06:15:00,102366.05775666655
2026-01-28 06:30:00,102366.05775666655
2026-01-28 06:45:00,102366.05775666655
2026-01-28 07:00:00,102366.05775666655
2026-01-28 07:15:00,102366.05775666655
2026-01-28 07:30:00,102366.05775666655
2026-01-28 07:45:00,102366.05775666655
2026-01-28 08:00:00,102366.05775666655
2026-01-28 08:15:00,100500.03704549692
2026-01-28 08:30:00,102009.06384576655
2026-01-28 08:45:00,100153.26448734888
2026-01-28 09:00:00,101131.76858004346
2026-01-28 09:15:00,100772.83076804463
2026-01-28 09:30:00,101762.78438791423
2026-01-28 09:45:00,102797.77373217235
2026-01-28 10:00:00,102400.97285954645
2026-01-28 10:15:00,118079.59141449175
2026-01-28 10:30:00,102011.04555746852
2026-01-28 10:45:00,101622.79282954597
2026-01-28 11:00:00,120665.19881298466
2026-01-28 11:15:00,101247.87526907044
2026-01-28 11:30:00,118537.44119227646
2026-01-28 11:45:00,118537.44119227646
2026-01-28 12:00:00,118537.44119227646
2026-01-28 12:15:00,118537.44119227646
2026-01-28 12:30:00,118537.44119227646
2026-01-28 12:45:00,118537.44119227646
2026-01-28 13:00:00,118537.44119227646
2026-01-28 13:15:00,118537.44119227646
2026-01-28 13:30:00,118537.44119227646
2026-01-28 13:45:00,118537.44119227646
2026-01-28 14:00:00,118537.44119227646
2026-01-28 14:15:00,118537.44119227646
2026-01-28 14:30:00,118537.44119227646
2026-01-28 14:45:00,100888.71169732924
2026-01-28 15:00:00,101890.89141270991
2026-01-28 15:15:00,115013.6181710842
2026-01-28 15:30:00,115013.6181710842
2026-01-28 15:45:00,115013.6181710842
2026-01-28 16:00:00,115013.6181710842
2026-01-28 16:15:00,115013.6181710842
2026-01-28 16:30:00,102498.88971347315
2026-01-28 16:45:00,104517.27316132313
2026-01-28 17:00:00,102573.56715211415
2026-01-28 17:15:00,114976.01978238791
2026-01-28 17:30:00,104771.95666535795
2026-01-28 17:45:00,117503.05925123075
2026-01-28 18:00:00,117503.05925123075
2026-01-28 18:15:00,104804.20788965668
2026-01-28 18:30:00,117014.9953253851
2026-01-28 18:45:00,117613.40522074973
2026-01-28 19:00:00,118075.89532538509
2026-01-28 19:15:00,117222.5941024294
2026-01-28 19:30:00,117711.65299205174
2026-01-28 19:45:00,117711.65299205174
2026-01-28 20:00:00,117711.65299205174
2026-01-28 20:15:00,117711.65299205174
2026-01-28 20:30:00,117711.65299205174
2026-01-28 20:45:00,117711.65299205174
2026-01-28 21:00:00,118267.67826143504
2026-01-28 21:15:00,116640.63519936075
2026-01-28 21:30:00,116640.63519936075
2026-01-28 21:45:00,119335.03136998619
2026-01-28 22:00:00,118918.88333335207
2026-01-28 22:15:00,118498.50381116502
2026-01-28 22:30:00,115944.35463253531
2026-01-28 22:45:00,115944.35463253531
2026-01-28 23:00:00,118105.2713785251
2026-01-28 23:15:00,117713.39541931025
2026-01-28 23:30:00,118772.51809236253
2026-01-28 23:45:00,124278.60190775324
2026-01-29 01:00:00,124278.60190775324
2026-01-29 01:15:00,124278.60190775324
2026-01-29 01:30:00,124278.60190775324
2026-01-29 01:45:00,124278.60190775324
